ID,"[[x,y,angle,distNext,distTotal]]"
177,"[[-65,174,96,11,0],[-55,175,96,11,11],[-45,176,96,11,21],[-35,177,96,11,31],[-25,178,90,10,41],[-15,178,96,11,51],[-5,179,90,10,61],[5,179,90,10,71],[15,179,90,10,81],[25,179,90,10,91],[35,179,90,10,101],[45,179,84,11,111],[55,178,90,10,121],[65,178,84,11,131],[75,177,84,11,141],[85,176,84,11,151],[95,175,84,11,161],[105,174,84,11,171],[115,173,84,11,181],[125,172,78,11,191],[135,170,78,11,201],[145,168,77,10,211],[154,166,78,11,221],[164,164,78,11,231],[174,162,78,11,241],[184,160,77,10,251],[193,158,73,11,261],[203,155,73,11,271],[213,152,71,10,281],[222,149,73,11,291],[232,146,71,10,301],[241,143,73,11,311],[251,140,66,10,321],[260,136,71,10,331],[269,133,68,11,341],[279,129,66,10,351],[288,125,66,10,361],[297,121,66,10,371],[306,117,66,10,381],[315,113,60,11,391],[324,108,66,10,401],[333,104,60,11,411],[342,99,66,10,421],[351,95,60,11,431],[360,90,57,10,441],[368,85,60,11,451],[377,80,53,10,461],[385,74,60,11,471],[394,69,57,10,481],[402,64,56,11,491],[411,58,53,10,502],[419,52,57,10,512],[427,47,53,10,521],[435,41,53,10,531],[443,35,53,10,541],[451,29,53,10,551],[459,23,53,10,561],[467,17,48,11,571],[475,10,49,10,582],[482,4,48,11,591],[490,-3,53,10,602],[498,-9,45,10,612],[505,-16,45,10,621],[512,-23,53,10,631],[520,-29,45,10,641],[527,-36,45,10,651],[534,-43,45,10,661],[541,-50,45,10,671],[548,-57,41,11,681],[555,-65,41,11,692],]"
178,"[[-61,231,78,11,0],[-51,229,84,11,11],[-41,228,78,11,21],[-31,226,73,11,31],[-21,223,77,10,41],[-12,221,78,11,51],[-2,219,73,11,61],[8,216,78,11,71],[18,214,71,10,81],[27,211,73,11,91],[37,208,77,10,101],[46,206,73,11,111],[56,203,66,10,121],[65,199,73,11,131],[75,196,71,10,141],[84,193,68,11,151],[94,189,66,10,162],[103,185,66,10,171],[112,181,66,10,181],[121,177,66,10,191],[130,173,66,10,201],[139,169,66,10,211],[148,165,60,11,221],[157,160,60,11,231],[166,155,66,10,241],[175,151,60,11,251],[184,146,53,10,261],[192,140,60,11,271],[201,135,57,10,282],[209,130,53,10,291],[217,124,60,11,301],[226,119,53,10,311],[234,113,53,10,321],[242,107,53,10,331],[250,101,53,10,341],[258,95,45,10,351],[265,88,53,10,361],[273,82,48,11,371],[281,75,49,10,382],[288,69,45,10,391],[295,62,48,11,401],[303,55,45,10,412],[310,48,45,10,422],[317,41,45,10,432],[324,34,41,11,441],[331,26,40,10,452],[337,19,41,11,461],[344,11,40,10,472],[350,4,41,11,481],[357,-4,36,10,492],[363,-12,36,10,502],[369,-20,36,10,512],[375,-28,36,10,522],[381,-36,36,10,532],[387,-44,36,10,542],[393,-52,36,10,552],[399,-60,32,10,562],[404,-68,32,10,571],]"
179,"[[-60,356,78,11,0],[-50,354,77,10,11],[-41,352,73,11,20],[-31,349,71,10,30],[-22,346,73,11,40],[-12,343,66,10,50],[-3,339,66,10,60],[6,335,66,10,70],[15,331,60,11,80],[24,326,60,11,90],[33,321,57,10,100],[41,316,56,11,110],[50,310,53,10,121],[58,304,49,10,131],[65,298,48,11,140],[73,291,45,10,151],[80,284,45,10,160],[87,277,41,11,170],[94,269,40,10,181],[100,262,36,10,190],[106,254,36,10,200],[112,246,36,10,210],[118,238,29,11,220],[123,229,36,10,230],[129,221,29,11,240],[134,212,32,10,251],[139,204,23,10,260],[143,195,29,11,270],[148,186,29,11,280],[153,177,23,10,291],[157,168,23,10,300],[161,159,29,11,310],[166,150,23,10,321],[170,141,23,10,330],[174,132,21,11,340],[178,122,18,10,351],[181,113,23,10,361],[185,104,23,10,370],[189,95,21,11,380],[193,85,18,10,391],[196,76,23,10,401],[200,67,16,11,410],[203,57,23,10,421],[207,48,16,11,431],[210,38,18,10,441],[213,29,23,10,451],[217,20,16,11,460],[220,10,18,10,471],[223,1,16,11,480],[226,-9,18,10,491],[229,-18,21,11,500],[233,-28,18,10,511],[236,-37,16,11,521],[239,-47,18,10,531],[242,-56,16,11,540],[245,-66,16,11,551],]"
180,"[[-69,436,36,10,0],[-63,428,36,10,10],[-57,420,36,10,20],[-51,412,36,10,30],[-45,404,29,11,40],[-40,395,32,10,51],[-35,387,29,11,60],[-30,378,23,10,71],[-26,369,29,11,80],[-21,360,23,10,91],[-17,351,23,10,101],[-13,342,23,10,110],[-9,333,21,11,120],[-5,323,18,10,131],[-2,314,23,10,140],[2,305,16,11,150],[5,295,18,10,161],[8,286,21,11,170],[12,276,18,10,181],[15,267,11,11,191],[17,257,16,11,201],[20,247,18,10,211],[23,238,16,11,221],[26,228,12,10,231],[28,219,16,11,240],[31,209,11,11,251],[33,199,16,11,261],[36,189,12,10,271],[38,180,11,11,281],[40,170,11,11,291],[42,160,11,11,301],[44,150,12,10,311],[46,141,11,11,320],[48,131,11,11,331],[50,121,11,11,341],[52,111,11,11,351],[54,101,11,11,361],[56,91,12,10,371],[58,82,5,11,381],[59,72,11,11,391],[61,62,11,11,401],[63,52,5,11,411],[64,42,11,11,421],[66,32,5,11,431],[67,22,12,10,441],[69,13,5,11,451],[70,3,11,11,461],[72,-7,5,11,471],[73,-17,11,11,481],[75,-27,5,11,491],[76,-37,5,11,501],[77,-47,11,11,511],[79,-57,5,11,521],[80,-67,5,11,531],]"
181,"[[-65,149,109,10,0],[-56,152,112,11,10],[-46,156,109,10,21],[-37,159,114,10,30],[-28,163,112,11,40],[-18,167,109,10,51],[-9,170,114,10,60],[0,174,107,11,70],[10,177,109,10,81],[19,180,112,11,90],[29,184,109,10,101],[38,187,114,10,110],[47,191,107,11,120],[57,194,109,10,131],[66,197,112,11,140],[76,201,109,10,151],[85,204,107,11,160],[95,207,109,10,171],[104,210,107,11,180],[114,213,114,10,191],[123,217,107,11,201],[133,220,109,10,211],[142,223,107,11,221],[152,226,109,10,231],[161,229,107,11,240],[171,232,109,10,251],[180,235,107,11,260],[190,238,102,11,271],[200,240,109,10,281],[209,243,107,11,291],[219,246,109,10,301],[228,249,107,11,310],[238,252,102,11,321],[248,254,109,10,331],[257,257,107,11,341],[267,260,102,11,351],[277,262,109,10,361],[286,265,107,11,371],[296,268,102,11,381],[306,270,109,10,391],[315,273,102,11,401],[325,275,102,11,411],[335,277,109,10,421],[344,280,102,11,431],[354,282,102,11,441],[364,284,107,11,451],[374,287,103,10,462],[383,289,102,11,471],[393,291,102,11,481],[403,293,107,11,491],[413,296,102,11,502],[423,298,103,10,512],[432,300,102,11,521],[442,302,102,11,531],[452,304,102,11,541],[462,306,102,11,552],[472,308,103,10,562],[481,310,102,11,571],[491,312,96,11,581],[501,313,102,11,591],[511,315,102,11,601],[521,317,102,11,612],[531,319,103,10,622],[540,321,96,11,631],[550,322,102,11,641],[560,324,102,11,651],[570,326,96,11,662],[580,327,102,11,672],[590,329,96,11,682],[600,330,103,10,692],[609,332,96,11,701],[619,333,102,11,711],[629,335,96,11,721],[639,336,102,11,731],[649,338,96,11,742],[659,339,102,11,752],[669,341,96,11,762],[679,342,96,11,772],[689,343,102,11,782],[699,345,96,11,792],[709,346,97,10,802],[718,347,102,11,811],[728,349,96,11,821],[738,350,96,11,831],[748,351,96,11,842],[758,352,102,11,852],[768,354,96,11,862],[778,355,96,11,872],[788,356,96,11,882],[798,357,96,11,892],[808,358,102,11,902],[818,360,96,11,912],[828,361,96,11,922],[838,362,96,11,932],[848,363,103,10,942],[857,365,96,11,952],[867,366,96,11,962],[877,367,96,11,972],[887,368,102,11,982],[897,370,96,11,992],[907,371,96,11,1002],[917,372,96,11,1012],[927,373,102,11,1022],[937,375,96,11,1032],[947,376,96,11,1042],[957,377,102,11,1052],[967,379,96,11,1063],[977,380,103,10,1073],[986,382,96,11,1082],[996,383,102,11,1092],[1006,385,96,11,1102],[1016,386,102,11,1112],[1026,388,102,11,1122],[1036,390,96,11,1132],[1046,391,102,11,1143],[1056,393,103,10,1153],[1065,395,102,11,1162],[1075,397,102,11,1172],[1085,399,96,11,1182],[1095,400,102,11,1192],[1105,402,102,11,1203],[1115,404,109,10,1213],[1124,407,102,11,1222],[1134,409,102,11,1232],[1144,411,102,11,1243],[1154,413,103,10,1253],[1163,415,107,11,1262],[1173,418,102,11,1273],[1183,420,109,10,1283],[1192,423,102,11,1292],[1202,425,107,11,1302],[1212,428,109,10,1313],[1221,431,102,11,1322],[1231,433,107,11,1333],[1241,436,109,10,1343],[1250,439,109,10,1352],]"
182,"[[-61,257,102,11,0],[-51,259,107,11,11],[-41,262,109,10,21],[-32,265,107,11,31],[-22,268,103,10,41],[-13,270,107,11,50],[-3,273,107,11,61],[7,276,103,10,71],[16,278,107,11,80],[26,281,102,11,91],[36,283,107,11,101],[46,286,103,10,111],[55,288,102,11,121],[65,290,107,11,131],[75,293,102,11,141],[85,295,103,10,152],[94,297,102,11,161],[104,299,102,11,171],[114,301,107,11,181],[124,304,103,10,192],[133,306,96,11,201],[143,307,102,11,211],[153,309,102,11,221],[163,311,102,11,231],[173,313,102,11,241],[183,315,103,10,252],[192,317,96,11,261],[202,318,102,11,271],[212,320,102,11,281],[222,322,96,11,291],[232,323,102,11,301],[242,325,96,11,312],[252,326,96,11,322],[262,327,102,11,332],[272,329,96,11,342],[282,330,97,10,352],[291,331,102,11,361],[301,333,96,11,371],[311,334,96,11,381],[321,335,96,11,391],[331,336,96,11,401],[341,337,96,11,411],[351,338,96,11,421],[361,339,96,11,431],[371,340,96,11,442],[381,341,90,10,452],[391,341,96,11,462],[401,342,96,11,472],[411,343,96,11,482],[421,344,90,10,492],[431,344,96,11,502],[441,345,90,10,512],[451,345,96,11,522],[461,346,90,10,532],[471,346,96,11,542],[481,347,90,10,552],[491,347,96,11,562],[501,348,90,10,572],[511,348,90,10,582],[521,348,90,10,592],[531,348,96,11,602],[541,349,90,10,612],[551,349,90,10,622],[561,349,90,10,632],[571,349,90,10,642],[581,349,90,10,652],[591,349,90,10,662],[601,349,90,10,672],[611,349,90,10,682],[621,349,90,10,692],[631,349,90,10,702],[641,349,90,10,712],[651,349,90,10,722],[661,349,90,10,732],[671,349,90,10,742],[681,349,84,11,752],[691,348,90,10,762],[701,348,90,10,772],[711,348,90,10,782],[721,348,90,10,792],[731,348,84,11,802],[741,347,90,10,812],[751,347,90,10,822],[761,347,84,11,832],[771,346,90,10,842],[781,346,90,10,852],[791,346,90,10,862],[801,346,84,11,872],[811,345,90,10,882],[821,345,90,10,892],[831,345,84,11,902],[841,344,90,10,912],[851,344,90,10,922],[861,344,84,11,932],[871,343,90,10,942],[881,343,90,10,952],[891,343,84,11,962],[901,342,90,10,972],[911,342,90,10,982],[921,342,84,11,992],[931,341,90,10,1002],[941,341,90,10,1012],[951,341,90,10,1022],[961,341,90,10,1032],[971,341,84,11,1042],[981,340,90,10,1052],[991,340,90,10,1062],[1001,340,90,10,1072],[1011,340,90,10,1082],[1021,340,90,10,1092],[1031,340,90,10,1102],[1041,340,90,10,1112],[1051,340,90,10,1122],[1061,340,90,10,1132],[1071,340,90,10,1142],[1081,340,90,10,1152],[1091,340,90,10,1162],[1101,340,90,10,1172],[1111,340,90,10,1182],[1121,340,96,11,1192],[1131,341,90,10,1202],[1141,341,90,10,1212],[1151,341,96,11,1222],[1161,342,90,10,1232],[1171,342,96,11,1242],[1181,343,90,10,1253],[1191,343,96,11,1263],[1201,344,90,10,1273],[1211,344,96,11,1283],[1221,345,96,11,1293],[1231,346,90,10,1303],[1241,346,90,10,1313],]"
183,"[[-64,272,78,11,0],[-54,270,84,11,11],[-44,269,84,11,21],[-34,268,84,11,31],[-24,267,84,11,41],[-14,266,90,10,51],[-4,266,84,11,61],[6,265,84,11,71],[16,264,90,10,81],[26,264,84,11,91],[36,263,90,10,101],[46,263,90,10,111],[56,263,84,11,121],[66,262,90,10,131],[76,262,90,10,141],[86,262,90,10,151],[96,262,90,10,161],[106,262,96,11,171],[116,263,90,10,181],[126,263,90,10,191],[136,263,90,10,201],[146,263,96,11,211],[156,264,90,10,221],[166,264,96,11,231],[176,265,96,11,241],[186,266,90,10,251],[196,266,96,11,261],[206,267,96,11,271],[216,268,90,10,281],[226,268,96,11,291],[236,269,96,11,301],[246,270,96,11,311],[256,271,96,11,322],[266,272,96,11,332],[276,273,96,11,342],[286,274,96,11,352],[296,275,102,11,362],[306,277,96,11,372],[316,278,96,11,382],[326,279,96,11,392],[336,280,97,10,402],[345,281,102,11,411],[355,283,96,11,421],[365,284,96,11,431],[375,285,96,11,441],[385,286,102,11,451],[395,288,96,11,462],[405,289,96,11,472],[415,290,102,11,482],[425,292,96,11,492],[435,293,96,11,502],[445,294,102,11,512],[455,296,96,11,522],[465,297,97,10,532],[474,298,102,11,541],[484,300,96,11,552],[494,301,96,11,562],[504,302,96,11,572],[514,303,102,11,582],[524,305,96,11,592],[534,306,96,11,602],[544,307,96,11,612],[554,308,96,11,622],[564,309,96,11,632],[574,310,96,11,642],[584,311,96,11,652],[594,312,96,11,662],[604,313,96,11,672],[614,314,96,11,682],[624,315,96,11,692],[634,316,97,10,702],[643,317,96,11,712],[653,318,96,11,722],[663,319,90,10,732],[673,319,96,11,742],[683,320,96,11,752],[693,321,90,10,762],[703,321,96,11,772],[713,322,90,10,782],[723,322,96,11,792],[733,323,90,10,802],[743,323,90,10,812],[753,323,90,10,822],[763,323,96,11,832],[773,324,90,10,842],[783,324,90,10,852],[793,324,90,10,862],[803,324,90,10,872],[813,324,90,10,882],[823,324,90,10,892],[833,324,84,11,902],[843,323,90,10,912],[853,323,90,10,922],[863,323,84,11,932],[873,322,90,10,942],[883,322,84,11,952],[893,321,90,10,962],[903,321,84,11,972],[913,320,84,11,982],[923,319,90,10,992],[933,319,84,11,1002],[943,318,84,11,1012],[953,317,84,11,1022],[963,316,84,11,1032],[973,315,84,11,1042],[983,314,84,11,1052],[993,313,78,11,1062],[1003,311,84,11,1073],[1013,310,84,11,1083],[1023,309,78,11,1093],[1033,307,84,11,1103],[1043,306,78,11,1113],[1053,304,83,10,1123],[1062,303,78,11,1132],[1072,301,84,11,1142],[1082,300,78,11,1152],[1092,298,78,11,1163],[1102,296,78,11,1173],[1112,294,78,11,1183],[1122,292,77,10,1193],[1131,290,78,11,1203],[1141,288,78,11,1213],[1151,286,78,11,1223],[1161,284,71,10,1233],[1170,281,78,11,1243],[1180,279,78,11,1253],[1190,277,73,11,1263],[1200,274,77,10,1273],[1209,272,73,11,1283],[1219,269,78,11,1293],[1229,267,71,10,1303],[1238,264,78,11,1313],[1248,262,78,11,1323],]"
184,"[[-69,423,90,10,0],[-59,423,84,11,10],[-49,422,90,10,21],[-39,422,84,11,31],[-29,421,84,11,41],[-19,420,90,10,51],[-9,420,83,10,61],[0,419,84,11,70],[10,418,84,11,80],[20,417,90,10,90],[30,417,84,11,100],[40,416,84,11,110],[50,415,84,11,120],[60,414,84,11,130],[70,413,84,11,140],[80,412,84,11,150],[90,411,90,10,160],[100,411,84,11,170],[110,410,84,11,180],[120,409,84,11,190],[130,408,84,11,200],[140,407,78,11,210],[150,405,84,11,221],[160,404,84,11,231],[170,403,84,11,241],[180,402,84,11,251],[190,401,84,11,261],[200,400,84,11,271],[210,399,78,11,281],[220,397,84,11,291],[230,396,83,10,301],[239,395,84,11,310],[249,394,78,11,320],[259,392,84,11,330],[269,391,78,11,340],[279,389,84,11,351],[289,388,84,11,361],[299,387,78,11,371],[309,385,84,11,381],[319,384,78,11,391],[329,382,84,11,401],[339,381,77,10,411],[348,379,78,11,420],[358,377,84,11,431],[368,376,78,11,441],[378,374,78,11,451],[388,372,84,11,461],[398,371,78,11,471],[408,369,77,10,481],[417,367,78,11,491],[427,365,78,11,501],[437,363,84,11,511],[447,362,78,11,521],[457,360,78,11,531],[467,358,77,10,541],[476,356,78,11,551],[486,354,78,11,561],[496,352,78,11,571],[506,350,78,11,581],[516,348,77,10,591],[525,346,78,11,601],[535,344,73,11,611],[545,341,78,11,621],[555,339,78,11,631],[565,337,77,10,642],[574,335,78,11,651],[584,333,73,11,661],[594,330,78,11,671],[604,328,77,10,682],[613,326,78,11,691],[623,324,73,11,701],[633,321,77,10,712],[642,319,78,11,721],[652,317,73,11,731],[662,314,78,11,741],[672,312,71,10,752],[681,309,78,11,761],[691,307,73,11,771],[701,304,77,10,782],[710,302,73,11,791],[720,299,78,11,801],[730,297,71,10,812],[739,294,78,11,821],[749,292,73,11,831],[759,289,71,10,842],[768,286,78,11,851],[778,284,73,11,861],[788,281,77,10,872],[797,279,73,11,881],[807,276,73,11,891],[817,273,77,10,902],[826,271,73,11,911],[836,268,73,11,922],[846,265,77,10,932],[855,263,73,11,941],[865,260,73,11,952],[875,257,77,10,962],[884,255,73,11,971],[894,252,71,10,982],[903,249,73,11,991],[913,246,78,11,1002],[923,244,71,10,1012],[932,241,73,11,1021],[942,238,78,11,1032],[952,236,71,10,1042],[961,233,73,11,1052],[971,230,78,11,1062],[981,228,71,10,1072],[990,225,73,11,1082],[1000,222,78,11,1092],[1010,220,71,10,1102],[1019,217,73,11,1112],[1029,214,77,10,1122],[1038,212,73,11,1131],[1048,209,73,11,1142],[1058,206,77,10,1152],[1067,204,73,11,1162],[1077,201,78,11,1172],[1087,199,71,10,1182],[1096,196,78,11,1192],[1106,194,73,11,1202],[1116,191,78,11,1212],[1126,189,71,10,1223],[1135,186,78,11,1232],[1145,184,73,11,1242],[1155,181,77,10,1253],[1164,179,78,11,1262],[1174,177,73,11,1272],[1184,174,78,11,1282],[1194,172,71,10,1293],[1203,169,78,11,1302],[1213,167,78,11,1312],[1223,165,77,10,1323],[1232,163,73,11,1332],[1242,160,73,11,1342],]"
185,"[[-65,451,66,10,0],[-56,447,68,11,10],[-46,443,66,10,21],[-37,439,66,10,31],[-28,435,66,10,41],[-19,431,68,11,51],[-9,427,71,10,61],[0,424,66,10,71],[9,420,73,11,81],[19,417,66,10,91],[28,413,71,10,101],[37,410,68,11,111],[47,406,71,10,121],[56,403,73,11,131],[66,400,71,10,141],[75,397,73,11,151],[85,394,71,10,161],[94,391,73,11,171],[104,388,73,11,181],[114,385,71,10,192],[123,382,78,11,201],[133,380,73,11,211],[143,377,71,10,222],[152,374,78,11,231],[162,372,73,11,241],[172,369,77,10,252],[181,367,73,11,261],[191,364,78,11,271],[201,362,77,10,282],[210,360,78,11,291],[220,358,73,11,301],[230,355,78,11,312],[240,353,78,11,322],[250,351,77,10,332],[259,349,78,11,341],[269,347,78,11,351],[279,345,78,11,362],[289,343,78,11,372],[299,341,83,10,382],[308,340,78,11,391],[318,338,78,11,401],[328,336,78,11,411],[338,334,84,11,422],[348,333,78,11,432],[358,331,78,11,442],[368,329,83,10,452],[377,328,78,11,461],[387,326,84,11,471],[397,325,78,11,481],[407,323,84,11,492],[417,322,78,11,502],[427,320,84,11,512],[437,319,78,11,522],[447,317,84,11,532],[457,316,78,11,542],[467,314,83,10,552],[476,313,78,11,561],[486,311,84,11,572],[496,310,78,11,582],[506,308,84,11,592],[516,307,78,11,602],[526,305,84,11,612],[536,304,78,11,622],[546,302,84,11,632],[556,301,77,10,642],[565,299,84,11,652],[575,298,78,11,662],[585,296,84,11,672],[595,295,78,11,682],[605,293,78,11,692],[615,291,84,11,702],[625,290,78,11,712],[635,288,77,10,722],[644,286,84,11,732],[654,285,78,11,742],[664,283,78,11,752],[674,281,78,11,762],[684,279,78,11,772],[694,277,78,11,783],[704,275,77,10,793],[713,273,78,11,802],[723,271,78,11,812],[733,269,78,11,822],[743,267,78,11,833],[753,265,77,10,843],[762,263,78,11,852],[772,261,78,11,862],[782,259,73,11,872],[792,256,77,10,883],[801,254,78,11,892],[811,252,73,11,902],[821,249,77,10,913],[830,247,73,11,922],[840,244,73,11,932],[850,241,77,10,943],[859,239,73,11,952],[869,236,73,11,962],[879,233,71,10,973],[888,230,73,11,982],[898,227,77,10,993],[907,225,73,11,1002],[917,222,66,10,1012],[926,218,73,11,1022],[936,215,71,10,1033],[945,212,73,11,1042],[955,209,71,10,1053],[964,206,68,11,1062],[974,202,71,10,1073],[983,199,68,11,1082],[993,195,71,10,1093],[1002,192,66,10,1103],[1011,188,73,11,1113],[1021,185,66,10,1123],[1030,181,66,10,1133],[1039,177,66,10,1143],[1048,173,68,11,1152],[1058,169,66,10,1163],[1067,165,66,10,1173],[1076,161,66,10,1183],[1085,157,66,10,1193],[1094,153,66,10,1203],[1103,149,66,10,1213],[1112,145,66,10,1222],[1121,141,60,11,1232],[1130,136,66,10,1242],[1139,132,60,11,1252],[1148,127,66,10,1263],[1157,123,60,11,1272],[1166,118,66,10,1283],[1175,114,60,11,1293],[1184,109,60,11,1303],[1193,104,66,10,1313],[1202,100,57,10,1323],[1210,95,60,11,1333],[1219,90,60,11,1343],[1228,85,60,11,1353],[1237,80,57,10,1363],[1245,75,57,10,1373],]"
186,"[[1246,128,212,10,0],[1241,136,216,10,10],[1235,144,216,10,20],[1229,152,216,10,30],[1223,160,216,10,40],[1217,168,216,10,50],[1211,176,213,11,60],[1205,185,216,10,71],[1199,193,220,10,81],[1193,200,216,10,90],[1187,208,216,10,100],[1181,216,216,10,110],[1175,224,216,10,120],[1169,232,216,10,130],[1163,240,221,11,140],[1156,248,216,10,151],[1150,256,216,10,161],[1144,264,216,10,171],[1138,272,220,10,181],[1132,279,221,11,190],[1125,287,216,10,200],[1119,295,216,10,210],[1113,303,216,10,220],[1107,311,221,11,230],[1100,319,220,10,241],[1094,326,216,10,250],[1088,334,216,10,260],[1082,342,216,10,270],[1076,350,216,10,280],[1070,358,216,10,290],[1064,366,216,10,300],[1058,374,216,10,310],[1052,382,216,10,320],[1046,390,216,10,330],[1040,398,209,11,340],[1035,407,216,10,351],[1029,415,212,10,361],[1024,423,213,11,370],[1018,432,212,10,381],[1013,440,209,11,390],[1008,449,209,11,401],[1003,458,212,10,411],[998,466,203,10,420],[994,475,209,11,430],[989,484,203,10,440],[985,493,203,10,450],[981,502,201,11,460],[977,512,203,10,471],[973,521,203,10,481],[969,530,203,10,491],[965,539,196,11,500],[962,549,203,10,511],[958,558,196,11,521],[955,568,198,10,531],[952,577,196,11,541],[949,587,198,10,551],[946,596,196,11,561],[943,606,198,10,571],[940,615,196,11,581],[937,625,191,11,591],[935,635,198,10,601],[932,644,191,11,611],[930,654,196,11,621],[927,664,192,10,631],[925,673,191,11,641],[923,683,191,11,651],]"
187,"[[1243,215,240,11,0],[1234,220,246,10,11],[1225,224,240,11,21],[1216,229,237,10,31],[1208,234,240,11,40],[1199,239,240,11,51],[1190,244,237,10,61],[1182,249,240,11,70],[1173,254,240,11,81],[1164,259,246,10,91],[1155,263,237,10,101],[1147,268,240,11,110],[1138,273,240,11,121],[1129,278,237,10,131],[1121,283,240,11,140],[1112,288,240,11,151],[1103,293,237,10,161],[1095,298,240,11,170],[1086,303,236,11,181],[1077,309,237,10,191],[1069,314,240,11,201],[1060,319,237,10,211],[1052,324,240,11,221],[1043,329,233,10,231],[1035,335,240,11,241],[1026,340,237,10,251],[1018,345,236,11,261],[1009,351,237,10,271],[1001,356,233,10,281],[993,362,240,11,291],[984,367,233,10,301],[976,373,233,10,311],[968,379,233,10,321],[960,385,233,10,331],[952,391,233,10,341],[944,397,233,10,351],[936,403,233,10,361],[928,409,233,10,371],[920,415,225,10,381],[913,422,233,10,391],[905,428,228,11,401],[897,435,229,10,412],[890,441,225,10,421],[883,448,225,10,431],[876,455,225,10,441],[869,462,221,11,451],[862,470,225,10,461],[855,477,225,10,471],[848,484,216,10,481],[842,492,221,11,491],[835,500,216,10,502],[829,508,216,10,512],[823,516,216,10,522],[817,524,216,10,532],[811,532,212,10,542],[806,540,209,11,551],[801,549,216,10,561],[795,557,209,11,571],[790,566,212,10,582],[785,574,209,11,591],[780,583,203,10,601],[776,592,209,11,611],[771,601,203,10,622],[767,610,209,11,631],[762,619,203,10,642],[758,628,203,10,652],[754,637,203,10,661],[750,646,201,11,671],[746,656,198,10,682],[743,665,203,10,692],[739,674,196,11,701],[736,684,196,11,712],]"
